Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,Standard_City,State,Standard_State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
NC0110,8051,37063002200,Metropolitan,2015,Urban Action Community Development LLC,"$1,555,000.00 ",Durham,Durham,NC,North Carolina,27701,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NC0110,8052,37063002200,Metropolitan,2015,"Brownfield Revitalization, LLC","$4,682,000.00 ",Durham,Durham,NC,North Carolina,27701,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NC0110,8053,37063002200,Metropolitan,2015,"Brownfield Revitalization, LLC","$2,178,000.00 ",Durham,Durham,NC,North Carolina,27701,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NC0111,8054,37163970700,Non-Metropolitan,2015,"Community Impact Fund, LLC","$5,748,000.00 ",Clinton,Clinton,NC,North Carolina,28328,Business Financing,NRE,YES,NO
NC0111,8055,37163970700,Non-Metropolitan,2015,"Community Impact Fund, LLC","$2,252,000.00 ",Clinton,Clinton,NC,North Carolina,28328,Business Financing,NRE,YES,NO
NC0111,8056,37163970700,Non-Metropolitan,2015,"Wells Fargo Community Development Enterprises, Inc.","$1,377,000.00 ",Clinton,Clinton,NC,North Carolina,28328,Business Financing,NRE,YES,NO
NC0111,8057,37163970700,Non-Metropolitan,2015,"Wells Fargo Community Development Enterprises, Inc.","$623,000.00 ",Clinton,Clinton,NC,North Carolina,28328,Business Financing,NRE,YES,NO
NC0111,8058,37163970700,Non-Metropolitan,2015,"Wells Fargo Community Development Enterprises, Inc.","$1,377,000.00 ",Clinton,Clinton,NC,North Carolina,28328,Other Financing Purpose,CDE,YES,NO
NC0111,8059,37163970700,Non-Metropolitan,2015,"Wells Fargo Community Development Enterprises, Inc.","$623,000.00 ",Clinton,Clinton,NC,North Carolina,28328,Other Financing Purpose,CDE,YES,NO
NC0112,8060,37063001001,Metropolitan,2016,National Trust Community Investment Corporation,"$7,300,000.00 ",Durham,Durham,NC,North Carolina,27701,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NC0112,8061,37063001001,Metropolitan,2016,The Community Builders CDE LLC,"$3,788,220.00 ",Durham,Durham,NC,North Carolina,27701,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
NC0112,8062,37063001001,Metropolitan,2016,The Community Builders CDE LLC,"$1,715,780.00 ",Durham,Durham,NC,North Carolina,27701,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
NC0113,8063,37119001605,Metropolitan,2015,Self-Help Ventures Fund,"$244,000.00 ",Charlotte,Charlotte,NC,North Carolina,28205,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
NC0114,8064,37083931000,Non-Metropolitan,2016,Self-Help Ventures Fund,"$1,072,000.00 ",Faucett,Halifax,NC,North Carolina,27839,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
NC0114,8065,37083931000,Non-Metropolitan,2016,Self-Help Ventures Fund,"$1,000,000.00 ",Faucett,Halifax,NC,North Carolina,27839,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
NC0115,8066,37063001001,Metropolitan,2016,Self-Help Ventures Fund,"$557,000.00 ",Durham,Durham,NC,North Carolina,27703,Real Estate–Rehabilitation–Commercial,RE,NO,NO
NC0116,8067,37081012705,Metropolitan,2016,Opportunity Finance Network,"$3,303,500.00 ",Greensboro,Greensboro,NC,North Carolina,27405,Other Financing Purpose,CDE,YES,NO
NC0116,8068,37081012705,Metropolitan,2016,Opportunity Finance Network,"$1,696,500.00 ",Greensboro,Greensboro,NC,North Carolina,27405,Other Financing Purpose,CDE,YES,NO
NC0116,8069,37081012705,Metropolitan,2016,Opportunity Finance Network,"$3,303,500.00 ",Greensboro,Greensboro,NC,North Carolina,27405,Real Estate–Rehabilitation–Commercial,CDE,YES,NO
NC0116,8070,37081012705,Metropolitan,2016,Opportunity Finance Network,"$1,696,500.00 ",Greensboro,Greensboro,NC,North Carolina,27405,Real Estate–Rehabilitation–Commercial,CDE,YES,NO
NC0116,8073,37081012705,Metropolitan,2016,"Wells Fargo Community Development Enterprises, Inc.","$792,840.00 ",Greensboro,Greensboro,NC,North Carolina,27405,Business Financing,SPE,YES,NO
NC0116,8074,37081012705,Metropolitan,2016,"Wells Fargo Community Development Enterprises, Inc.","$407,160.00 ",Greensboro,Greensboro,NC,North Carolina,27405,Business Financing,SPE,YES,NO
NC0116,8071,37081012705,Metropolitan,2016,"Wells Fargo Community Development Enterprises, Inc.","$792,840.00 ",Greensboro,Greensboro,NC,North Carolina,27405,Other Financing Purpose,CDE,YES,NO
NC0116,8072,37081012705,Metropolitan,2016,"Wells Fargo Community Development Enterprises, Inc.","$407,160.00 ",Greensboro,Greensboro,NC,North Carolina,27405,Other Financing Purpose,CDE,YES,NO
NC0117,8075,37081013601,Metropolitan,2016,"Stonehenge Community Development, LLC","$8,021,555.00 ",High Point,High Point,NC,North Carolina,27262,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
NC0117,8076,37081013601,Metropolitan,2016,"Stonehenge Community Development, LLC","$2,728,445.00 ",High Point,High Point,NC,North Carolina,27262,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
NC0118,8077,37119005200,Metropolitan,2016,"SunTrust Community Development Enterprises, LLC","$1,372,800.00 ",Charlotte,Charlotte,NC,North Carolina,28206,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
NC0118,8078,37119005200,Metropolitan,2016,"SunTrust Community Development Enterprises, LLC","$2,627,200.00 ",Charlotte,Charlotte,NC,North Carolina,28206,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
NC0118,8079,37119005200,Metropolitan,2016,"Reinvestment Fund, Inc., The","$4,128,577.00 ",Charlotte,Charlotte,NC,North Carolina,28206,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
NC0118,8080,37119005200,Metropolitan,2016,"Reinvestment Fund, Inc., The","$2,225,423.00 ",Charlotte,Charlotte,NC,North Carolina,28206,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
NC0118,8081,37119005200,Metropolitan,2016,"Reinvestment Fund, Inc., The","$2,646,000.00 ",Charlotte,Charlotte,NC,North Carolina,28206,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
NC0119,8082,37067000100,Metropolitan,2016,"USBCDE, LLC","$1,351,200.00 ",Winston-Salem,Winston Salem,NC,North Carolina,27101,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
NC0119,8083,37067000100,Metropolitan,2016,"USBCDE, LLC","$648,800.00 ",Winston-Salem,Winston Salem,NC,North Carolina,27101,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
NC0119,8084,37067000100,Metropolitan,2016,Urban Action Community Development LLC,"$5,484,800.00 ",Winston-Salem,Winston Salem,NC,North Carolina,27101,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
NC0119,8085,37067000100,Metropolitan,2016,Urban Action Community Development LLC,"$2,355,200.00 ",Winston-Salem,Winston Salem,NC,North Carolina,27101,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
NC0119,8086,37067000100,Metropolitan,2016,"City First New Markets Fund II, LLC","$4,287,600.00 ",Winston-Salem,Winston Salem,NC,North Carolina,27101,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NC0119,8087,37067000100,Metropolitan,2016,"City First New Markets Fund II, LLC","$1,592,400.00 ",Winston-Salem,Winston Salem,NC,North Carolina,27101,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NC0120,8088,37063000500,Metropolitan,2017,Harbor Bankshares Corporation,"$1,715,000.00 ",Durham,Durham,NC,North Carolina,27707,Business Financing,NRE,NO,NO
NC0121,8089,37183052807,Metropolitan,2017,Harbor Bankshares Corporation,"$1,715,000.00 ",Raleigh,Raleigh,NC,North Carolina,27610,Business Financing,NRE,NO,NO
NC0122,8090,37063001001,Metropolitan,2017,National Trust Community Investment Corporation,"$9,500,000.00 ",Durham,Durham,NC,North Carolina,27703,Real Estate–Rehabilitation–Commercial,RE,NO,NO
NC0123,8091,37119003903,Metropolitan,2017,"Banc of America CDE, LLC","$3,108,525.00 ",Charlotte,Charlotte,NC,North Carolina,28208,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
NC0123,8092,37119003903,Metropolitan,2017,"Banc of America CDE, LLC","$1,541,475.00 ",Charlotte,Charlotte,NC,North Carolina,28208,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
NC0124,8093,37183050700,Metropolitan,2017,Self-Help Ventures Fund,"$1,500,000.00 ",Raleigh,Raleigh,NC,North Carolina,27601,Real Estate–Rehabilitation–Commercial,RE,NO,NO
NC0125,8094,37181960800,Non-Metropolitan,2017,Self-Help Ventures Fund,"$638,400.00 ",Henderson,Henderson,NC,North Carolina,27536,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
NC0126,8095,37103920200,Non-Metropolitan,2017,Boston Community Capital Inc.,"$5,345,600.00 ",Trenton,Trenton,NC,North Carolina,28585,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
NC0126,8096,37103920200,Non-Metropolitan,2017,Boston Community Capital Inc.,"$2,254,400.00 ",Trenton,Trenton,NC,North Carolina,28585,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
NC0127,8097,37063001301,Metropolitan,2017,"SunTrust Community Development Enterprises, LLC","$2,627,200.00 ",DURHAM,Durham,NC,North Carolina,27701,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
NC0127,8098,37063001301,Metropolitan,2017,"SunTrust Community Development Enterprises, LLC","$1,372,800.00 ",DURHAM,Durham,NC,North Carolina,27701,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
NC0129,8100,37045950500,Non-Metropolitan,2017,"SunTrust Community Development Enterprises, LLC","$1,337,000.00 ",KINGS MOUNTAIN,Kings Mountain,NC,North Carolina,28086,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
NC0129,8101,37045950500,Non-Metropolitan,2017,"SunTrust Community Development Enterprises, LLC","$663,000.00 ",KINGS MOUNTAIN,Kings Mountain,NC,North Carolina,28086,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
NC0129,8099,37045950500,Non-Metropolitan,2017,Local Initiatives Support Corporation,"$9,600,000.00 ",Kings Mountain,Kings Mountain,NC,North Carolina,28086,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
NC0130,8104,37065020400,Metropolitan,2017,"Greenline Community Development Fund, LLC","$7,500,000.00 ",Rocky Mount,Rocky Mount,NC,North Carolina,27801,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
NC0130,8105,37065020400,Metropolitan,2017,"Greenline Community Development Fund, LLC","$1,500,000.00 ",Rocky Mount,Rocky Mount,NC,North Carolina,27801,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
NC0130,8106,37065020400,Metropolitan,2017,"CAHEC New Markets, LLC","$7,096,000.00 ",Rocky Mount,Rocky Mount,NC,North Carolina,27801,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
NC0130,8107,37065020400,Metropolitan,2017,"CAHEC New Markets, LLC","$2,904,000.00 ",Rocky Mount,Rocky Mount,NC,North Carolina,27801,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
NC0130,8102,37065020400,Metropolitan,2017,National Community Investment Fund,"$2,053,800.00 ",Rocky Mount,Rocky Mount,NC,North Carolina,27801,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
NC0130,8103,37065020400,Metropolitan,2017,National Community Investment Fund,"$856,200.00 ",Rocky Mount,Rocky Mount,NC,North Carolina,27801,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
ND0001,8108,38045972200,Non-Metropolitan,2010,"Dakotas America, LLC","$12,491,600.00 ",Berlin,Berlin,ND,North Dakota,58415,Business Financing,NRE,NO,NO
ND0001,8109,38045972200,Non-Metropolitan,2010,"Dakotas America, LLC","$3,828,400.00 ",Berlin,Berlin,ND,North Dakota,58415,Business Financing,NRE,NO,NO
ND0002,8110,38017010107,Metropolitan,2006,Boston Community Capital Inc.,"$1,409,892.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ND0003,8111,38085940900,Non-Metropolitan,2007,"Dakotas America, LLC","$8,075,000.00 ",Standing Rock,Fort Yates,ND,North Dakota,58538,Business Financing,NRE,NO,NO
ND0003,8112,38085940900,Non-Metropolitan,2007,"Dakotas America, LLC","$1,425,000.00 ",Standing Rock,Fort Yates,ND,North Dakota,58538,Business Financing,NRE,NO,NO
ND0004,8113,38017000700,Metropolitan,2011,"Dakotas America, LLC","$1,500,000.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ND0004,8114,38017000700,Metropolitan,2011,"Dakotas America, LLC","$3,300,000.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ND0004,8115,38017000700,Metropolitan,2011,"Dakotas America, LLC","$1,413,195.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ND0004,8116,38017000700,Metropolitan,2011,"Dakotas America, LLC","$7,991,805.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ND0004,8117,38017000700,Metropolitan,2011,"Dakotas America, LLC","$50,000.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ND0005,8118,38005940100,Non-Metropolitan,2012,Chase New Markets Corporation,"$1,376,758.00 ",Minnewaukan,Minnewaukan,ND,North Dakota,58351,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
ND0005,8119,38005956600,Non-Metropolitan,2012,Chase New Markets Corporation,"$623,242.00 ",Minnewaukan,Minnewaukan,ND,North Dakota,58351,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
ND0005,8120,38005940100,Non-Metropolitan,2012,"Travois New Markets, LLC","$7,709,842.00 ",Minnewaukan,Minnewaukan,ND,North Dakota,66698,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
ND0005,8121,38005940100,Non-Metropolitan,2012,"Travois New Markets, LLC","$3,154,158.00 ",Minnewaukan,Minnewaukan,ND,North Dakota,66698,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
ND0006,8122,38077970900,Non-Metropolitan,2014,Chase New Markets Corporation,"$1,360,400.00 ",Wahpeton,Wahpeton,ND,North Dakota,58075,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
ND0006,8123,38077970900,Non-Metropolitan,2014,Chase New Markets Corporation,"$639,600.00 ",Wahpeton,Wahpeton,ND,North Dakota,58075,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
ND0006,8124,38077970900,Non-Metropolitan,2014,"Dakotas America, LLC","$4,761,400.00 ",Wahpeton,Wahpeton,ND,North Dakota,58074,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
ND0006,8125,38077970900,Non-Metropolitan,2014,"Dakotas America, LLC","$2,028,600.00 ",Wahpeton,Wahpeton,ND,North Dakota,58074,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
ND0007,8128,38017000300,Metropolitan,2014,Chase New Markets Corporation,"$336,200.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
ND0007,8129,38017000300,Metropolitan,2014,Chase New Markets Corporation,"$163,800.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
ND0007,8126,38017000300,Metropolitan,2014,Midwest Minnesota Community Development Corporation,"$3,840,680.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
ND0007,8127,38017000300,Metropolitan,2014,Midwest Minnesota Community Development Corporation,"$1,631,320.00 ",Fargo,Fargo,ND,North Dakota,58102,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
ND0008,8130,38017000600,Metropolitan,2017,Midwest Minnesota Community Development Corporation,"$326,831.19 ",Fargo,Fargo,ND,North Dakota,58103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ND0008,8131,38017000600,Metropolitan,2017,Midwest Minnesota Community Development Corporation,"$93,168.81 ",Fargo,Fargo,ND,North Dakota,58103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
NE0001,8132,31055001800,Metropolitan,2009,"Consortium America, LLC","$2,165,185.00 ",Omaha,Omaha,NE,Nebraska,68102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NE0001,8133,31055001800,Metropolitan,2009,"Brownfield Revitalization, LLC","$5,000,000.00 ",Omaha,Omaha,NE,Nebraska,68102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NE0001,8134,31055001800,Metropolitan,2009,"Brownfield Revitalization, LLC","$1,258,065.00 ",Omaha,Omaha,NE,Nebraska,68102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NE0003,8135,31055000500,Metropolitan,2005,ESIC New Markets Partners LP,"$10,160,000.00 ",Omaha,Omaha,NE,Nebraska,68102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NE0003,8136,31055000500,Metropolitan,2005,ESIC New Markets Partners LP,"$1,840,000.00 ",Omaha,Omaha,NE,Nebraska,68102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NE0003,8137,31055000500,Metropolitan,2005,"HEDC New Markets, Inc","$4,086,007.00 ",Omaha,Omaha,NE,Nebraska,68102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NE0003,8138,31055000500,Metropolitan,2005,"HEDC New Markets, Inc","$2,692,556.00 ",Omaha,Omaha,NE,Nebraska,68102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
NE0005,8139,31055001800,Metropolitan,2008,"Consortium America, LLC","$12,213,976.00 ",Omaha,Omaha,NE,Nebraska,68102,Business Financing,RE,NO,NO
NE0006,8140,31055000300,Metropolitan,2010,"HFHI-SA NMTC I, LLC","$3,387,387.00 ",Omaha,Omaha,NE,Nebraska,68108,Real Estate – Construction–Housing-Single Family,RE,NO,NO
NE0007,8141,31055001800,Metropolitan,2009,Genesis LA CDE LLC,"$750,000.00 ",Omaha,Omaha,NE,Nebraska,68102,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
NE0007,8142,31055001800,Metropolitan,2010,Genesis LA CDE LLC,"$2,052,023.00 ",Omaha,Omaha,NE,Nebraska,68102,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
NE0008,8143,31055000300,Metropolitan,2012,"Coastal Enterprises, Inc.","$1,880,000.00 ",Omaha,Omaha,NE,Nebraska,68110,Business Financing,NRE,NO,NO
NE0009,8144,31111959900,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$800,000.00 ",North Platte,North Platte,NE,Nebraska,69101,Business Financing,NRE,NO,NO
NE0009,8145,31111959900,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$5,500,000.00 ",North Platte,North Platte,NE,Nebraska,69101,Business Financing,NRE,NO,NO
NE0010,8146,31079000900,Non-Metropolitan,2013,"Stonehenge Community Development, LLC","$3,815,000.00 ",Grand Island,Grand Island,NE,Nebraska,68801,Business Financing,SPE,NO,NO
NE0010,8147,31079000900,Non-Metropolitan,2013,"Stonehenge Community Development, LLC","$2,035,000.00 ",Grand Island,Grand Island,NE,Nebraska,68801,Business Financing,SPE,NO,NO
NE0010,8148,31079000900,Non-Metropolitan,2013,"Stonehenge Community Development, LLC","$1,650,000.00 ",Grand Island,Grand Island,NE,Nebraska,68801,Business Financing,SPE,NO,NO
NE0011,8149,31163970100,Non-Metropolitan,2013,Rural Development Partners LLC,"$2,805,000.00 ",Litchfield,Litchfield,NE,Nebraska,68852,Business Financing,NRE,NO,NO
NE0011,8150,31163970100,Non-Metropolitan,2013,Rural Development Partners LLC,"$6,995,000.00 ",Litchfield,Litchfield,NE,Nebraska,68852,Business Financing,NRE,NO,NO
NE0012,8151,31129960100,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$3,130,000.00 ",Superior,Superior,NE,Nebraska,68978,Business Financing,NRE,NO,NO
NE0013,8152,31173940200,Non-Metropolitan,2013,"Travois New Markets, LLC","$7,856,800.00 ",Winnebago,Winnebago,NE,Nebraska,68071,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
NE0013,8153,31173940200,Non-Metropolitan,2013,"Travois New Markets, LLC","$3,429,200.00 ",Winnebago,Winnebago,NE,Nebraska,68071,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
NE0014,8154,31055006101,Metropolitan,2013,"Dakotas America, LLC","$4,156,585.00 ",Omaha,Omaha,NE,Nebraska,68111,Real Estate–Rehabilitation–Commercial,RE,NO,NO
NE0014,8155,31055006101,Metropolitan,2013,"Dakotas America, LLC","$1,663,415.00 ",Omaha,Omaha,NE,Nebraska,68111,Real Estate–Rehabilitation–Commercial,RE,NO,NO
NE0015,8156,31047968400,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$3,557,200.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,NRE,NO,NO
NE0015,8157,31047968400,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$2,076,800.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,NRE,NO,NO
NE0015,8158,31047968400,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$2,627,671.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,NRE,NO,NO
NE0016,8159,31019969300,Non-Metropolitan,2014,"Enhanced Community Development, LLC","$3,364,034.00 ",Kearney,Kearney,NE,Nebraska,68847,Business Financing,NRE,YES,NO
NE0016,8160,31019969300,Non-Metropolitan,2014,"Enhanced Community Development, LLC","$1,635,966.00 ",Kearney,Kearney,NE,Nebraska,68847,Business Financing,NRE,YES,NO
NE0016,8161,31019969300,Non-Metropolitan,2014,CEI Capital Management LLC,"$4,882,878.00 ",Kearney,Kearney,NE,Nebraska,68847,Business Financing,NRE,YES,NO
NE0016,8162,31019969300,Non-Metropolitan,2014,CEI Capital Management LLC,"$7,742,122.00 ",Kearney,Kearney,NE,Nebraska,68847,Business Financing,NRE,YES,NO
NE0016,8163,31019969300,Non-Metropolitan,2014,CEI Capital Management LLC,"$6,775,000.00 ",Kearney,Kearney,NE,Nebraska,68847,Business Financing,NRE,YES,NO
NE0017,8164,31161951600,Non-Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$3,250,000.00 ",Gordon,Gordon,NE,Nebraska,69343,Business Financing,NRE,NO,NO
NE0018,8165,31109000500,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$2,499,000.00 ",Lincoln,Lincoln,NE,Nebraska,68508,Business Financing,NRE,NO,NO
NE0018,8166,31109000500,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$1,000.00 ",Lincoln,Lincoln,NE,Nebraska,68508,Business Financing,NRE,NO,NO
NE0019,8167,31053964400,Non-Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$2,150,000.00 ",Freemont,Fremont,NE,Nebraska,68025,Business Financing,NRE,NO,NO
NE0020,8168,31055002400,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$2,500,000.00 ",Omaha,Omaha,NE,Nebraska,68108,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
NE0020,8169,31055002400,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$239,651.00 ",Omaha,Omaha,NE,Nebraska,68108,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
NE0021,8170,31047968400,Non-Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$2,600,000.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,NRE,NO,NO
NE0022,8171,31047968100,Non-Metropolitan,2014,Rural Development Partners LLC,"$3,196,180.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,SPE,NO,NO
NE0022,8172,31047968100,Non-Metropolitan,2014,Rural Development Partners LLC,"$1,300,288.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,SPE,NO,NO
NE0022,8173,31047968100,Non-Metropolitan,2014,Rural Development Partners LLC,"$4,117,657.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,SPE,NO,NO
NE0022,8174,31047968100,Non-Metropolitan,2014,Rural Development Partners LLC,"$205,875.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,SPE,NO,NO
NE0023,8175,31047968400,Non-Metropolitan,2015,"Raza Development Fund, Inc.","$4,916,800.00 ",Lexington,Lexington,NE,Nebraska,68850,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
NE0023,8176,31047968400,Non-Metropolitan,2015,"Raza Development Fund, Inc.","$1,873,200.00 ",Lexington,Lexington,NE,Nebraska,68850,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
NE0024,8177,31047968400,Non-Metropolitan,2016,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,NRE,NO,NO
NE0024,8178,31047968400,Non-Metropolitan,2016,"Advantage Capital Community Development Fund, LLC","$3,000,000.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,NRE,NO,NO
NE0024,8179,31047968400,Non-Metropolitan,2015,"Advantage Capital Community Development Fund, LLC","$1,423,431.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,NRE,NO,NO
NE0024,8180,31047968400,Non-Metropolitan,2016,"Advantage Capital Community Development Fund, LLC","$3,000,000.00 ",Lexington,Lexington,NE,Nebraska,68850,Business Financing,NRE,NO,NO
NE0025,8181,31173940200,Non-Metropolitan,2016,"Advantage Capital Community Development Fund, LLC","$3,725,000.00 ",Thurston,Thurston,NE,Nebraska,68062,Business Financing,SPE,NO,NO
NE0025,8182,31173940200,Non-Metropolitan,2015,"Advantage Capital Community Development Fund, LLC","$3,725,000.00 ",Thurston,Thurston,NE,Nebraska,68062,Business Financing,SPE,NO,NO
NE0026,8183,31055001900,Metropolitan,2015,"Advantage Capital Community Development Fund, LLC","$2,900,000.00 ",Omaha,Omaha,NE,Nebraska,68102,Business Financing,NRE,NO,NO
NE0026,8184,31055001900,Metropolitan,2015,"Advantage Capital Community Development Fund, LLC","$2,900,000.00 ",Omaha,Omaha,NE,Nebraska,68102,Business Financing,NRE,NO,NO
NE0027,8185,13271950100,Non-Metropolitan,2015,"Community Impact Fund, LLC","$2,318,347.00 ",McRae,Mc Rae Helena,GA,Georgia,31055,Business Financing,NRE,YES,NO
NE0027,8186,13271950100,Non-Metropolitan,2015,"Community Impact Fund, LLC","$1,696,243.00 ",McRae,Mc Rae Helena,GA,Georgia,31055,Business Financing,NRE,YES,NO
NE0027,8187,13271950100,Non-Metropolitan,2015,"Community Impact Fund, LLC","$3,985,410.00 ",McRae,Mc Rae Helena,GA,Georgia,31055,Business Financing,NRE,YES,NO
