Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,Standard_City,State,Standard_State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
CA0507,1497,6037231100,Metropolitan,2014,Chase New Markets Corporation,"$817,964.00 ",Los Angeles,Los Angeles,CA,California,90007,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0507,1498,6037231100,Metropolitan,2014,Chase New Markets Corporation,"$382,036.00 ",Los Angeles,Los Angeles,CA,California,90007,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0507,1499,6037231100,Metropolitan,2014,Genesis LA CDE LLC,"$4,703,296.00 ",Los Angeles,Los Angeles,CA,California,90007,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0507,1500,6037231100,Metropolitan,2014,Genesis LA CDE LLC,"$2,058,704.00 ",Los Angeles,Los Angeles,CA,California,90007,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0508,1501,6023000100,Non-Metropolitan,2015,CALIFORNIA STATEWIDE COMMUNITIES DEVELOPMENT CORPORATION,"$6,790,000.00 ",Eureka,Eureka,CA,California,95501,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
CA0508,1502,6023000100,Non-Metropolitan,2014,"Consortium America, LLC","$5,032,000.00 ",Eureka,Eureka,CA,California,95501,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0508,1503,6023000100,Non-Metropolitan,2014,"Consortium America, LLC","$1,828,000.00 ",Eureka,Eureka,CA,California,95501,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0509,1504,6037199000,Metropolitan,2014,UA LLC,"$4,125,632.00 ",Los Angeles,Los Angeles,CA,California,90031,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0509,1505,6037199000,Metropolitan,2014,UA LLC,"$1,694,368.00 ",Los Angeles,Los Angeles,CA,California,90031,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0509,1506,6037199000,Metropolitan,2014,Los Angeles Development Fund,"$6,874,368.00 ",Los Angeles,Los Angeles,CA,California,90031,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0509,1507,6037199000,Metropolitan,2014,Los Angeles Development Fund,"$3,125,632.00 ",Los Angeles,Los Angeles,CA,California,90031,Real Estate–Rehabilitation–Commercial,RE,YES,NO
CA0510,1508,6085503110,Metropolitan,2014,Opportunity Fund Northern California,"$9,993,000.00 ",San Jose,San Jose,CA,California,95122,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
CA0510,1509,6085503110,Metropolitan,2014,Opportunity Fund Northern California,"$4,274,223.00 ",San Jose,San Jose,CA,California,95122,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
CA0511,1510,6015000203,Non-Metropolitan,2015,Opportunity Fund Northern California,"$8,410,000.00 ",Klamath,Klamath,CA,California,95548,Business Financing,NRE,NO,NO
CA0511,1511,6015000203,Non-Metropolitan,2015,Opportunity Fund Northern California,"$3,590,000.00 ",Klamath,Klamath,CA,California,95548,Business Financing,NRE,NO,NO
CA0511,1512,6015000203,Non-Metropolitan,2014,Opportunity Fund Northern California,"$8,351,020.00 ",Klamath,Klamath,CA,California,95548,Business Financing,NRE,NO,NO
CA0511,1513,6015000203,Non-Metropolitan,2014,Opportunity Fund Northern California,"$3,360,980.00 ",Klamath,Klamath,CA,California,95548,Business Financing,NRE,NO,NO
CA0512,1514,6037117510,Metropolitan,2014,"L.A. Charter School New Markets CDE, LLC","$3,000,000.00 ",NORTH HILLS,North Hills,CA,California,91343,Business Financing,SPE,YES,NO
CA0512,1515,6037117510,Metropolitan,2014,"L.A. Charter School New Markets CDE, LLC","$3,000,000.00 ",NORTH HILLS,North Hills,CA,California,91343,Business Financing,SPE,YES,NO
CA0512,1516,6037117510,Metropolitan,2014,"L.A. Charter School New Markets CDE, LLC","$973,105.00 ",NORTH HILLS,North Hills,CA,California,91343,Business Financing,SPE,YES,NO
CA0512,1517,6037117510,Metropolitan,2014,"L.A. Charter School New Markets CDE, LLC","$1,652,873.00 ",NORTH HILLS,North Hills,CA,California,91343,Business Financing,SPE,YES,NO
CA0512,1518,6037117510,Metropolitan,2014,"L.A. Charter School New Markets CDE, LLC","$3,536,319.00 ",NORTH HILLS,North Hills,CA,California,91343,Business Financing,SPE,YES,NO
CA0512,1519,6037117510,Metropolitan,2014,Genesis LA CDE LLC,"$801,190.70 ",North Hills,North Hills,CA,California,91343,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
CA0512,1520,6037117510,Metropolitan,2014,Genesis LA CDE LLC,"$1,315,000.00 ",North Hills,North Hills,CA,California,91343,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
CA0512,1521,6037117510,Metropolitan,2014,Genesis LA CDE LLC,"$624,950.19 ",North Hills,North Hills,CA,California,91343,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
CA0512,1522,6037117510,Metropolitan,2014,Genesis LA CDE LLC,"$285,136.11 ",North Hills,North Hills,CA,California,91343,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
CA0513,1523,6001402800,Metropolitan,2014,"Oakland Renaissance NMTC, Inc. A California Nonprofit Public Benefit Corporation","$3,008,250.00 ",Oakland,Oakland,CA,California,94612,Real Estate–Rehabilitation–Commercial,RE,NO,NO
CA0513,1524,6001402800,Metropolitan,2014,"Oakland Renaissance NMTC, Inc. A California Nonprofit Public Benefit Corporation","$120,587.00 ",Oakland,Oakland,CA,California,94612,Real Estate–Rehabilitation–Commercial,RE,NO,NO
CA0513,1525,6001402800,Metropolitan,2014,"Oakland Renaissance NMTC, Inc. A California Nonprofit Public Benefit Corporation","$1,457,939.00 ",Oakland,Oakland,CA,California,94612,Real Estate–Rehabilitation–Commercial,RE,NO,NO
CA0514,1526,6001401600,Metropolitan,2014,"BRIDGE COMMUNITY DEVELOPMENT, INC.","$6,424,850.00 ",Oakland,Oakland,CA,California,94607,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
CA0514,1527,6001401600,Metropolitan,2014,"BRIDGE COMMUNITY DEVELOPMENT, INC.","$2,695,150.00 ",Oakland,Oakland,CA,California,94607,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
CA0515,1528,6037212204,Metropolitan,2014,"L.A. Charter School New Markets CDE, LLC","$3,705,996.00 ",LOS ANGELES,Los Angeles,CA,California,90005,Business Financing,SPE,NO,NO
CA0515,1529,6037212204,Metropolitan,2014,"L.A. Charter School New Markets CDE, LLC","$768,000.00 ",LOS ANGELES,Los Angeles,CA,California,90005,Business Financing,SPE,NO,NO
CA0515,1530,6037212204,Metropolitan,2014,"L.A. Charter School New Markets CDE, LLC","$1,300,000.00 ",LOS ANGELES,Los Angeles,CA,California,90005,Business Financing,SPE,NO,NO
CA0515,1531,6037212204,Metropolitan,2014,"L.A. Charter School New Markets CDE, LLC","$2,426,561.00 ",LOS ANGELES,Los Angeles,CA,California,90005,Business Financing,SPE,NO,NO
CA0516,1532,6019005408,Metropolitan,2014,"Central Valley NMTC Fund, LLC","$8,741,200.00 ",Fresno,Fresno,CA,California,93710,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
CA0516,1533,6019005408,Metropolitan,2014,"Central Valley NMTC Fund, LLC","$3,998,800.00 ",Fresno,Fresno,CA,California,93710,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
CA0517,1534,6073002100,Metropolitan,2014,Civic San Diego Economic Growth and Neighborhood Investment Fund,"$15,465,350.00 ",San Diego,San Diego,CA,California,92105,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
CA0517,1535,6073002100,Metropolitan,2014,Civic San Diego Economic Growth and Neighborhood Investment Fund,"$6,844,650.00 ",San Diego,San Diego,CA,California,92105,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
CA0518,1536,6037404703,Metropolitan,2014,Local Initiatives Support Corporation,"$1,796,304.00 ",Baldwin Park,Baldwin Park,CA,California,91706,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
CA0519,1537,6065049500,Metropolitan,2014,"Border Communities Capital Company, LLC","$6,403,700.00 ",Indio,Indio,CA,California,92201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
CA0519,1538,6065049500,Metropolitan,2014,"Border Communities Capital Company, LLC","$2,524,300.00 ",Indio,Indio,CA,California,92201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
CA0520,1539,6075012501,Metropolitan,2015,Northern California Community Loan Fund,"$2,263,191.00 ",San Francisco,San Francisco,CA,California,94103,Real Estate–Rehabilitation–Commercial,RE,YES,NO
